# multipoles
# s[mm] polynom_a[n=1][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=5][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=9][T/m^n] 
+2.4390000000000001e+02 +2.0825702485024620e-04 -2.6676342734893818e-02 +1.5831971268922245e+00 +7.0438331382878346e+01 -2.4910252397439277e+05 
+2.4400000000000000e+02 +2.0778584127326084e-04 -2.6590450258363624e-02 +1.5747440532250818e+00 +8.1348496958343773e+01 -2.6476050289748999e+05 
+2.4410000000000002e+02 +2.0731624843841630e-04 -2.6504625270563388e-02 +1.5634809169755233e+00 +1.0153303843078629e+02 -2.8959918644136173e+05 
+2.4420000000000002e+02 +2.0684824147247814e-04 -2.6418904628118044e-02 +1.5498784414944053e+00 +1.2923818798261337e+02 -3.2158898133093689e+05 
+2.4430000000000001e+02 +2.0638181584351780e-04 -2.6333344652635725e-02 +1.5346205695329609e+00 +1.6196385003126122e+02 -3.5788680320139171e+05 
+2.4440000000000001e+02 +2.0591696701857635e-04 -2.6248001624235361e-02 +1.5183907862219510e+00 +1.9721180609354937e+02 -3.9565213495801284e+05 
+2.4450000000000000e+02 +2.0545369046569035e-04 -2.6162931862435884e-02 +1.5018730068191157e+00 +2.3248208557155147e+02 -4.3204207513657078e+05 
+2.4460000000000002e+02 +2.0499198165243362e-04 -2.6078191669301181e-02 +1.4857509618778375e+00 +2.6527545374323068e+02 -4.6421470720396197e+05 
+2.4470000000000002e+02 +2.0453183604637369e-04 -2.5993837345879872e-02 +1.4707083655615436e+00 +2.9309275804845390e+02 -4.8932824215949094e+05 
+2.4480000000000001e+02 +2.0407324911523518e-04 -2.5909925199661277e-02 +1.4574290037639541e+00 +3.1343454943121930e+02 -5.0454048287514225e+05 
+2.4490000000000001e+02 +2.0361621632646688e-04 -2.5826511526865957e-02 +1.4465965375688790e+00 +3.2380189164367891e+02 -5.0700993418429850e+05 
+2.4500000000000000e+02 +2.0316073314796359e-04 -2.5743652641918701e-02 +1.4388948294362665e+00 +3.2169502229620906e+02 -4.9389397177482262e+05 
+2.4510000000000002e+02 +2.0270679509347924e-04 -2.5661388857762160e-02 +1.4347903942119411e+00 +3.0547729418966253e+02 -4.6341457062238851e+05 
+2.4520000000000002e+02 +2.0225439786060529e-04 -2.5579696497135075e-02 +1.4338805216757173e+00 +2.7696387283569550e+02 -4.1805125135812873e+05 
+2.4530000000000001e+02 +2.0180353719351891e-04 -2.5498535909521461e-02 +1.4355454576587223e+00 +2.3883181565027209e+02 -3.6134648341160064e+05 
+2.4540000000000001e+02 +2.0135420883608129e-04 -2.5417867432914763e-02 +1.4391653293127802e+00 +1.9375864474187617e+02 -2.9684335007417726e+05 
+2.4550000000000000e+02 +2.0090640853209505e-04 -2.5337651401919244e-02 +1.4441202198431520e+00 +1.4442208043606104e+02 -2.2808522337378730e+05 
+2.4560000000000002e+02 +2.0046013202571422e-04 -2.5257848166019888e-02 +1.4497903810893387e+00 +9.3499139095268774e+01 -1.5861450051202448e+05 
+2.4570000000000002e+02 +2.0001537506079341e-04 -2.5178418062396925e-02 +1.4555559274953722e+00 +4.3667405729358265e+01 -9.1974361760320142e+04 
+2.4580000000000001e+02 +1.9957213338099141e-04 -2.5099321419902933e-02 +1.4607968793486756e+00 -2.3951434516464016e+00 -3.1708526369705352e+04 
+2.4590000000000001e+02 +1.9913040273072431e-04 -2.5020518598949965e-02 +1.4648936111479036e+00 -4.2012000128786923e+01 +1.8641307359012102e+04 
+2.4600000000000000e+02 +1.9869017885357785e-04 -2.4941969925401878e-02 +1.4672261094353101e+00 -7.2505046694234025e+01 +5.5531223326500964e+04 
+2.4610000000000002e+02 +1.9825145726778303e-04 -2.4863644742225934e-02 +1.4673433487994707e+00 -9.1975828380825490e+01 +7.6504962307731854e+04 
+2.4620000000000002e+02 +1.9781423258741392e-04 -2.4785548348734664e-02 +1.4654690051158203e+00 -1.0163936550314334e+02 +8.3449765887782793e+04 
+2.4630000000000001e+02 +1.9737849920113307e-04 -2.4707695058537156e-02 +1.4619957089192606e+00 -1.0349019937940700e+02 +7.9340334939272347e+04 
+2.4640000000000001e+02 +1.9694425149747435e-04 -2.4630099179729945e-02 +1.4573160258425644e+00 -9.9522590543525965e+01 +6.7150969842612569e+04 
+2.4650000000000000e+02 +1.9651148386468353e-04 -2.4552775009279808e-02 +1.4518224037096885e+00 -9.1730333156768594e+01 +4.9855351876985711e+04 
+2.4660000000000002e+02 +1.9608019069123747e-04 -2.4475736852973946e-02 +1.4459073829979503e+00 -8.2107586210520552e+01 +3.0427644664591277e+04 
+2.4670000000000002e+02 +1.9565036636536866e-04 -2.4398999007169454e-02 +1.4399634040449150e+00 -7.2648110443469889e+01 +1.1841480677427742e+04 
+2.4680000000000001e+02 +1.9522200527573899e-04 -2.4322575785606173e-02 +1.4343830988191781e+00 -6.5346451270832816e+01 -2.9284365339461820e+03 
+2.4690000000000001e+02 +1.9479510181100339e-04 -2.4246481501143356e-02 +1.4295590855407434e+00 -6.2197086552478886e+01 -1.0907506724891004e+04 
+2.4700000000000000e+02 +1.9436965035913401e-04 -2.4170730439614298e-02 +1.4258836878325074e+00 -6.5193295936200713e+01 -9.1227581404924495e+03 
+2.4710000000000002e+02 +1.9394564550729901e-04 -2.4095330942281085e-02 +1.4236279466993693e+00 -7.5721249783476281e+01 +4.4833037409568833e+03 
+2.4720000000000002e+02 +1.9352308263667712e-04 -2.4020267461005895e-02 +1.4225765497375558e+00 -9.2733669866162160e+01 +2.8299413483925164e+04 
+2.4730000000000001e+02 +1.9310195732601324e-04 -2.3945518435990968e-02 +1.4223921530927408e+00 -1.1457307417695841e+02 +5.9794574656185352e+04 
+2.4740000000000001e+02 +1.9268226515534195e-04 -2.3871062361587089e-02 +1.4227380241129119e+00 -1.3958452498369715e+02 +9.6441306284710081e+04 
+2.4750000000000000e+02 +1.9226400170396793e-04 -2.3796877701375094e-02 +1.4232770821147209e+00 -1.6611163362883721e+02 +1.3571012030658746e+05 
+2.4760000000000002e+02 +1.9184716255086739e-04 -2.3722942905517540e-02 +1.4236720972634955e+00 -1.9249739714240036e+02 +1.7507068655646488e+05 
+2.4770000000000002e+02 +1.9143174327593404e-04 -2.3649236462186307e-02 +1.4235862652165072e+00 -2.1708657349171639e+02 +2.1199509745969909e+05 
+2.4780000000000001e+02 +1.9101773945833710e-04 -2.3575736829131624e-02 +1.4226824385999874e+00 -2.3822249444534825e+02 +2.4395347714317555e+05 
+2.4790000000000001e+02 +1.9060514667763753e-04 -2.3502422481361855e-02 +1.4206236699532686e+00 -2.5424933745768783e+02 +2.6841713103350997e+05 
+2.4800000000000000e+02 +1.9019396051313302e-04 -2.3429271881332810e-02 +1.4170728602271179e+00 -2.6351062175695586e+02 +2.8285642842061457e+05 
+2.4810000000000002e+02 +1.8978417663556915e-04 -2.3356270027851313e-02 +1.4117872664587241e+00 -2.6480727018758239e+02 +2.8544838782810350e+05 
+2.4820000000000002e+02 +1.8937579108048466e-04 -2.3283428015670880e-02 +1.4049009624978774e+00 -2.5876715506550244e+02 +2.7719280848566786e+05 
+2.4830000000000001e+02 +1.8896879997491758e-04 -2.3210763475705519e-02 +1.3966423598514852e+00 -2.4647542977688957e+02 +2.5979592391179205e+05 
+2.4840000000000001e+02 +1.8856319944551475e-04 -2.3138294023379764e-02 +1.3872397019100173e+00 -2.2901656708114334e+02 +2.3496304645060402e+05 
+2.4850000000000000e+02 +1.8815898561945707e-04 -2.3066037296318495e-02 +1.3769214815423145e+00 -2.0747607558890022e+02 +2.0440091727410661e+05 
+2.4860000000000002e+02 +1.8775615462326007e-04 -2.2994010904200984e-02 +1.3659158746662166e+00 -1.8293813842320006e+02 +1.6981443895269293e+05 
+2.4870000000000002e+02 +1.8735470258415826e-04 -2.2922232486347022e-02 +1.3544513900475297e+00 -1.5648832214112022e+02 +1.3291042513298179e+05 
+2.4880000000000001e+02 +1.8695462562897281e-04 -2.2850719665464828e-02 +1.3427563526980122e+00 -1.2921143720973376e+02 +9.5394652490687673e+04 
+2.4890000000000001e+02 +1.8655591988448386e-04 -2.2779490062213970e-02 +1.3310590625212229e+00 -1.0219218416188177e+02 +5.8972740472149111e+04 
+2.4900000000000000e+02 +1.8615858147742550e-04 -2.2708561295764172e-02 +1.3195878055823400e+00 -7.6515214327818939e+01 +2.5350248974120248e+04 
+2.4910000000000002e+02 +1.8576260656618819e-04 -2.2637949838617933e-02 +1.3085536999268434e+00 -5.3149224133790185e+01 -4.0021212844559632e+03 
+2.4920000000000002e+02 +1.8536799143291862e-04 -2.2567667462381813e-02 +1.2980979436593227e+00 -3.2594010580121299e+01 -2.8560011963427271e+04 
+2.4930000000000001e+02 +1.8497473239144339e-04 -2.2497724793132130e-02 +1.2883445804420830e+00 -1.5233474258619779e+01 -4.8033841101757753e+04 
+2.4940000000000001e+02 +1.8458282575517602e-04 -2.2428132440383983e-02 +1.2794174724182501e+00 -1.4507753443763811e+00 -6.2135034680600023e+04 
+2.4950000000000000e+02 +1.8419226783782404e-04 -2.2358901025784195e-02 +1.2714406171329604e+00 +8.3703668623852110e+00 -7.0574250805734613e+04 
+2.4960000000000002e+02 +1.8380305495290951e-04 -2.2290041162660725e-02 +1.2645379140822903e+00 +1.3846653462194171e+01 -7.3062740925256818e+04 
+2.4970000000000002e+02 +1.8341518341412975e-04 -2.2221563472176051e-02 +1.2588333557745208e+00 +1.4594383804087910e+01 -6.9311185934039240e+04 
+2.4980000000000001e+02 +1.8302864953499557e-04 -2.2153478567537344e-02 +1.2544508431077790e+00 +1.0230244790190268e+01 -5.9030808957723355e+04 
+2.4990000000000001e+02 +1.8264344962896391e-04 -2.2085797059853723e-02 +1.2515142542896722e+00 +3.7101541341098232e-01 -4.1932958366860279e+04 
+2.5000000000000000e+02 +1.8225958000987790e-04 -2.2018529576579238e-02 +1.2501476534425726e+00 -1.5367304122672905e+01 -1.7727901032450787e+04 
+2.5010000000000002e+02 +1.8187703672582588e-04 -2.1951678879104233e-02 +1.2503907323013541e+00 -3.7058356444598253e+01 +1.3521552309136123e+04 
+2.5020000000000002e+02 +1.8149581476438131e-04 -2.1885216371523235e-02 +1.2519469152925173e+00 -6.3539489077336867e+01 +5.0349556472760749e+04 
+2.5030000000000001e+02 +1.8111590884725673e-04 -2.1819105588280426e-02 +1.2544352202262727e+00 -9.3337568003581225e+01 +9.0937568904207903e+04 
+2.5040000000000001e+02 +1.8073731369631717e-04 -2.1753310070506848e-02 +1.2574747415799437e+00 -1.2497978049916060e+02 +1.3346749234515836e+05 
+2.5050000000000000e+02 +1.8036002403386787e-04 -2.1687793376594974e-02 +1.2606847619537722e+00 -1.5699408051829306e+02 +1.7612227411423577e+05 
+2.5060000000000002e+02 +1.7998403458179872e-04 -2.1622519048462300e-02 +1.2636843830955145e+00 -1.8790768148638938e+02 +2.1708384928305508e+05 
+2.5070000000000002e+02 +1.7960934006210698e-04 -2.1557450632255913e-02 +1.2660927533945392e+00 -2.1624798872132899e+02 +2.5453441626772180e+05 
+2.5080000000000001e+02 +1.7923593519666243e-04 -2.1492551669649231e-02 +1.2675289759711459e+00 -2.4054223311732611e+02 +2.8665594613734295e+05 
+2.5090000000000001e+02 +1.7886381470754361e-04 -2.1427785709135803e-02 +1.2676122187937369e+00 -2.5931788267237084e+02 +3.1163070553162979e+05 
+2.5100000000000000e+02 +1.7849297331674378e-04 -2.1363116297458878e-02 +1.2659616413907653e+00 -2.7110240060423195e+02 +3.2764098389097641e+05 
+2.5110000000000002e+02 +1.7812340621157658e-04 -2.1298518328466697e-02 +1.2623132233622367e+00 -2.7486864686036353e+02 +3.3341136216659856e+05 
+2.5120000000000002e+02 +1.7775511044131951e-04 -2.1234012114701786e-02 +1.2568705748841433e+00 -2.7137254782341381e+02 +3.2983765165164048e+05 
+2.5130000000000001e+02 +1.7738808352035188e-04 -2.1169629308738735e-02 +1.2499540589448463e+00 -2.6181517932918200e+02 +3.1835764436268102e+05 
+2.5140000000000001e+02 +1.7702232296341194e-04 -2.1105401577129854e-02 +1.2418841900314159e+00 -2.4739823213411245e+02 +3.0040996756923693e+05 
+2.5150000000000000e+02 +1.7665782628495218e-04 -2.1041360575032510e-02 +1.2329813570697765e+00 -2.2932288104215218e+02 +2.7743254105734872e+05 
+2.5160000000000002e+02 +1.7629459099949890e-04 -2.0977537959806204e-02 +1.2235659685794147e+00 -2.0879036940377705e+02 +2.5086336762937577e+05 
+2.5170000000000002e+02 +1.7593261462165756e-04 -2.0913965393475009e-02 +1.2139584947783115e+00 -1.8700222211978181e+02 +2.2214086310811390e+05 
+2.5180000000000001e+02 +1.7557189466613199e-04 -2.0850674541222691e-02 +1.2044794340602862e+00 -1.6516005959633807e+02 +1.9270355332418546e+05 
+2.5190000000000001e+02 +1.7521242864741777e-04 -2.0787697059236891e-02 +1.1954491828753522e+00 -1.4446507831798186e+02 +1.6398937962391053e+05 
+2.5200000000000000e+02 +1.7485421407971804e-04 -2.0725064592970584e-02 +1.1871880259193361e+00 -1.2611803440064298e+02 +1.3743569863930889e+05 
+2.5210000000000002e+02 +1.7449724810568020e-04 -2.0662800336697752e-02 +1.1799478446502181e+00 -1.1110165057605215e+02 +1.1426672744235561e+05 
+2.5220000000000002e+02 +1.7414152637785089e-04 -2.0600893526221777e-02 +1.1737052299845310e+00 -9.9519688948128262e+01 +9.4844843108816596e+04 
+2.5230000000000001e+02 +1.7378704417683857e-04 -2.0539324931649248e-02 +1.1683682166471279e+00 -9.1257272664118048e+01 +7.9318477632957554e+04 
+2.5240000000000001e+02 +1.7343379678306440e-04 -2.0478075314883267e-02 +1.1638447432285621e+00 -8.6199112775920355e+01 +6.7835480477840130e+04 
+2.5250000000000000e+02 +1.7308177947679331e-04 -2.0417125432209922e-02 +1.1600426921636393e+00 -8.4229708444274166e+01 +6.0543431172930177e+04 
+2.5260000000000002e+02 +1.7273098753850462e-04 -2.0356456047851263e-02 +1.1568700276018731e+00 -8.5233875716020734e+01 +5.7590323033575791e+04 
+2.5270000000000002e+02 +1.7238141624886281e-04 -2.0296047934510633e-02 +1.1542348153392721e+00 -8.9096872170291775e+01 +5.9124779017224202e+04 
+2.5280000000000001e+02 +1.7203306088828886e-04 -2.0235881853537641e-02 +1.1520449839003377e+00 -9.5703356364484748e+01 +6.5294565666717885e+04 
+2.5290000000000001e+02 +1.7168591673708187e-04 -2.0175938563309553e-02 +1.1502084439531444e+00 -1.0493795788390521e+02 +7.6247455362046894e+04 
+2.5300000000000000e+02 +1.7133997907552007e-04 -2.0116198819690956e-02 +1.1486330656180337e+00 -1.1668510204200979e+02 +9.2130902222683741e+04 
+2.5310000000000002e+02 +1.7099524353908455e-04 -2.0056646752739271e-02 +1.1472152333319265e+00 -1.3067369233693094e+02 +1.1277201693056845e+05 
+2.5320000000000002e+02 +1.7065170718101719e-04 -1.9997279864268538e-02 +1.1458039925561430e+00 -1.4600476623897390e+02 +1.3670858010767330e+05 
+2.5330000000000001e+02 +1.7030936740941902e-04 -1.9938099015490863e-02 +1.1442367321641704e+00 -1.6162311504260478e+02 +1.6215701402799622e+05 
+2.5340000000000001e+02 +1.6996822163245495e-04 -1.9879105070184436e-02 +1.1423508701165221e+00 -1.7647365291330806e+02 +1.8733391345896880e+05 
+2.5350000000000000e+02 +1.6962826725828696e-04 -1.9820298892268901e-02 +1.1399838267254834e+00 -1.8950130410029558e+02 +2.1045588617476440e+05 
+2.5360000000000002e+02 +1.6928950169505658e-04 -1.9761681344705448e-02 +1.1369730114259580e+00 -1.9965094859860511e+02 +2.2973948061383568e+05 
+2.5370000000000002e+02 +1.6895192235070029e-04 -1.9703253281479295e-02 +1.1331557300891846e+00 -2.0586702932746513e+02 +2.4340063562462779e+05 
+2.5380000000000001e+02 +1.6861552663340539e-04 -1.9645015567812923e-02 +1.1283694194318112e+00 -2.0709454376058235e+02 +2.4965606518307581e+05 
+2.5390000000000001e+02 +1.6828031195113518e-04 -1.9586969059362438e-02 +1.1224514073529859e+00 -2.0227803453587961e+02 +2.4672185329906250e+05 
+2.5400000000000000e+02 +1.6794627571229372e-04 -1.9529114629562892e-02 +1.1152392180389479e+00 -1.9036284994458285e+02 +2.3281518638060440e+05 
+2.5410000000000002e+02 +1.6761341502463648e-04 -1.9471453762833171e-02 +1.1066425700101534e+00 -1.7072053821370883e+02 +2.0683738992752702e+05 
+2.5420000000000002e+02 +1.6728172579313181e-04 -1.9413990376302679e-02 +1.0968598114716315e+00 -1.4442677479064000e+02 +1.7042535978562804e+05 
+2.5430000000000001e+02 +1.6695120362381066e-04 -1.9356729069067349e-02 +1.0861622823922115e+00 -1.1298674714243131e+02 +1.2590470193486310e+05 
+2.5440000000000001e+02 +1.6662184412180936e-04 -1.9299674401983682e-02 +1.0748208847091676e+00 -7.7903798774243043e+01 +7.5598452476047722e+04 
+2.5450000000000000e+02 +1.6629364289216870e-04 -1.9242830932666991e-02 +1.0631064898946274e+00 -4.0681164630918985e+01 +2.1829516327216486e+04 
+2.5460000000000002e+02 +1.6596659554015075e-04 -1.9186203227849120e-02 +1.0512900713624811e+00 -2.8225020547247208e+00 -3.3078619364144208e+04 
+2.5470000000000002e+02 +1.6564069767114405e-04 -1.9129795859893120e-02 +1.0396426673768899e+00 +3.4168259939932305e+01 -8.6802091697942989e+04 
+2.5480000000000001e+02 +1.6531594489019671e-04 -1.9073613386052440e-02 +1.0284351414299828e+00 +6.8787929234602444e+01 -1.3701806360403329e+05 
+2.5490000000000001e+02 +1.6499233280254091e-04 -1.9017660372093934e-02 +1.0179384568534566e+00 +9.9532890367657089e+01 -1.8140310718077706e+05 
+2.5500000000000000e+02 +1.6466985701389550e-04 -1.8961941403445280e-02 +1.0084237947736077e+00 +1.2489863079001400e+02 -2.1763256313120332e+05 
+2.5510000000000002e+02 +1.6434851358892598e-04 -1.8906463789186829e-02 +1.0001279670016736e+00 +1.4363112702888699e+02 -2.4378913241275109e+05 
+2.5520000000000002e+02 +1.6402830043094432e-04 -1.8851245848429746e-02 +9.9315157808401555e-01 +1.5547311873094026e+02 -2.5957787522634162e+05 
+2.5530000000000001e+02 +1.6370921590352723e-04 -1.8796308678090349e-02 +9.8756146791965904e-01 +1.6041533311384075e+02 -2.6510776915331371e+05 
+2.5540000000000001e+02 +1.6339125836962721e-04 -1.8741673350208661e-02 +9.8342420303718969e-01 +1.5844961741843025e+02 -2.6048932342538761e+05 
+2.5550000000000000e+02 +1.6307442619295037e-04 -1.8687360966771944e-02 +9.8080667772946750e-01 +1.4956648126665101e+02 -2.4583122435758839e+05 
+2.5560000000000002e+02 +1.6275871773613492e-04 -1.8633392585914448e-02 +9.7977529706674404e-01 +1.3375845583080428e+02 -2.2124493734072743e+05 
+2.5570000000000002e+02 +1.6244413136275488e-04 -1.8579789305358505e-02 +9.8039691581887389e-01 +1.1101619132465433e+02 -1.8683931934303878e+05 
+2.5580000000000001e+02 +1.6213066543594806e-04 -1.8526572203184207e-02 +9.8273815747320314e-01 +8.1331328241334887e+01 -1.4272462334345165e+05 
+2.5590000000000001e+02 +1.6181831831918765e-04 -1.8473762373018485e-02 +9.8686583150930030e-01 +4.4694702631991291e+01 -8.9009960356660711e+04 
+2.5600000000000000e+02 +1.6150708837544891e-04 -1.8421380886613322e-02 +9.9284649285705895e-01 +1.0982329514781035e+00 -2.5805960373636048e+04 
+2.5610000000000002e+02 +1.6119697334854587e-04 -1.8369433425453781e-02 +1.0006178643146508e+00 -4.8985598633685939e+01 +4.6123384800626940e+04 
+2.5619999999999999e+02 +1.6088796850658547e-04 -1.8317864145372266e-02 +1.0096027095294917e+00 -1.0316350421154601e+02 +1.2340254912286899e+05 
+2.5630000000000001e+02 +1.6058006849715718e-04 -1.8266601755494580e-02 +1.0190943240625494e+00 -1.5855898473754198e+02 +2.0199898468237385e+05 
+2.5640000000000003e+02 +1.6027326796862998e-04 -1.8215574996733406e-02 +1.0283863575269245e+00 -2.1229700415077050e+02 +2.7788215579698060e+05 
+2.5650000000000000e+02 +1.5996756156930533e-04 -1.8164712607378827e-02 +1.0367724297692613e+00 -2.6150239945115862e+02 +3.4702134674666595e+05 
+2.5660000000000002e+02 +1.5966294394745197e-04 -1.8113943324743479e-02 +1.0435461538550015e+00 -3.0329999417679579e+02 +4.0538583974817826e+05 
+2.5669999999999999e+02 +1.5935940975072164e-04 -1.8063195859702411e-02 +1.0480008399540808e+00 -3.3481333653410644e+02 +4.4894313920526905e+05 
+2.5680000000000001e+02 +1.5905695362806440e-04 -1.8012398978298268e-02 +1.0494304252103590e+00 -3.5316859676976384e+02 +4.7366438464579365e+05 
+2.5690000000000003e+02 +1.5875557022706772e-04 -1.7961481388449153e-02 +1.0471281849699665e+00 -3.5548917470181794e+02 +4.7551687245427968e+05 
+2.5700000000000000e+02 +1.5845525419639237e-04 -1.7910371843525744e-02 +1.0403879099688527e+00 -3.3890062185831209e+02 +4.5047087820306048e+05 
+2.5710000000000002e+02 +1.5815600094929810e-04 -1.7859026412773225e-02 +1.0287964351595997e+00 -3.0175341962980593e+02 +3.9622765237339417e+05 
+2.5719999999999999e+02 +1.5785780896094735e-04 -1.7807510572521716e-02 +1.0131143681457799e+00 -2.4730434162527484e+02 +3.1742135746921814e+05 
+2.5730000000000001e+02 +1.5756067747168851e-04 -1.7755917138225372e-02 +9.9439561343768068e-01 -1.8003611590014373e+02 +2.2041851958938889e+05 
+2.5740000000000003e+02 +1.5726460572218048e-04 -1.7704338939937291e-02 +9.7369425081249272e-01 -1.0443222887077640e+02 +1.1158674077845206e+05 
+2.5750000000000000e+02 +1.5696959295271142e-04 -1.7652868790951032e-02 +9.5206416313852194e-01 -2.4975326229639634e+01 -2.7075590373376599e+03 
+2.5760000000000002e+02 +1.5667563840369677e-04 -1.7601599510293928e-02 +9.3055930028292444e-01 +5.3851661313914036e+01 -1.1609756015041705e+05 
+2.5769999999999999e+02 +1.5638274131542267e-04 -1.7550623911755960e-02 +9.1023355406243023e-01 +1.2756604240783095e+02 -2.2221677181047568e+05 
+2.5780000000000001e+02 +1.5609090092864262e-04 -1.7500034828319456e-02 +8.9214103096660347e-01 +1.9168423579052620e+02 -3.1469747616307612e+05 
+2.5790000000000003e+02 +1.5580011648336255e-04 -1.7449925062222940e-02 +8.7733549371624686e-01 +2.4172408408007536e+02 -3.8717391699663451e+05 
+2.5800000000000000e+02 +1.5551038722026736e-04 -1.7400387443363776e-02 +8.6687101222204532e-01 +2.7320216391835265e+02 -4.3327860065965477e+05 
+2.5810000000000002e+02 +1.5522171169598018e-04 -1.7351485280716981e-02 +8.6146911439701024e-01 +2.8304373225886292e+02 -4.4863444758064690e+05 
+2.5819999999999999e+02 +1.5493408573220648e-04 -1.7303163852768418e-02 +8.6052174280051796e-01 +2.7380639184082128e+02 -4.3682280108351074e+05 
+2.5830000000000001e+02 +1.5464750446612190e-04 -1.7255338897691416e-02 +8.6308808059316811e-01 +2.4945732712107599e+02 -4.0341666075477604e+05 
+2.5840000000000003e+02 +1.5436196303614364e-04 -1.7207926204294965e-02 +8.6822787388888778e-01 +2.1396140063927135e+02 -3.5398583762445429e+05 
+2.5850000000000000e+02 +1.5407745657930916e-04 -1.7160841505158241e-02 +8.7500024336741700e-01 +1.7128605641568348e+02 -2.9410369027161464e+05 
+2.5860000000000002e+02 +1.5379398023388806e-04 -1.7114000583561433e-02 +8.8246487722978539e-01 +1.2539638559013059e+02 -2.2934033332539580e+05 
+2.5869999999999999e+02 +1.5351152913713821e-04 -1.7067319180304224e-02 +8.8968098255808126e-01 +8.0259489179327673e+01 -1.6526866709861517e+05 
+2.5880000000000001e+02 +1.5323009842720499e-04 -1.7020713073419510e-02 +8.9570818747902514e-01 +3.9840711874105715e+01 -1.0745916075256116e+05 
+2.5890000000000003e+02 +1.5294968324141585e-04 -1.6974098007897190e-02 +8.9960575504584872e-01 +8.1068972482581660e+00 -6.1484334529980682e+04 
+2.5900000000000000e+02 +1.5267027871785819e-04 -1.6927389758368241e-02 +9.0043326867447848e-01 -1.0976406441143808e+01 -3.2914956007173285e+04 
+2.5910000000000002e+02 +1.5239188066803344e-04 -1.6880529427586628e-02 +8.9752781137745641e-01 -1.4597241419717420e+01 -2.5716807004291200e+04 
+2.5919999999999999e+02 +1.5211448759920495e-04 -1.6833559510763950e-02 +8.9133731310140774e-01 -4.5613963276464915e+00 -3.7431194341677336e+04 
+2.5930000000000001e+02 +1.5183809869247439e-04 -1.6786547848589694e-02 +8.8258739735077807e-01 +1.6170946093123085e+01 -6.3993331478897846e+04 
+2.5940000000000003e+02 +1.5156271312913557e-04 -1.6739562288480416e-02 +8.7200375436421618e-01 +4.4639351282963482e+01 -1.0133810985257030e+05 
+2.5950000000000000e+02 +1.5128833009038850e-04 -1.6692670674557587e-02 +8.6031204134336958e-01 +7.7883510923214743e+01 -1.4540058435446399e+05 
+2.5960000000000002e+02 +1.5101494875722886e-04 -1.6645940842068392e-02 +8.4823781339754745e-01 +1.1294354686956601e+02 -1.9211640931183327e+05 
+2.5969999999999999e+02 +1.5074256831100594e-04 -1.6599440641625031e-02 +8.3650680306079250e-01 +1.4685883058737645e+02 -2.3742019006028611e+05 
+2.5980000000000001e+02 +1.5047118793301290e-04 -1.6553237920519687e-02 +8.2584469808465466e-01 +1.7666894144554303e+02 -2.7724684116812551e+05 
+2.5990000000000003e+02 +1.5020080680408794e-04 -1.6507400508000144e-02 +8.1697699021724846e-01 +1.9941425268583401e+02 -3.0753235192152910e+05 
+2.6000000000000000e+02 +1.4993142410579528e-04 -1.6461996263331093e-02 +8.1062950693943969e-01 +2.1213374840592786e+02 -3.2421080040251714e+05 
+2.6010000000000002e+02 +1.4966303844858949e-04 -1.6417073011303740e-02 +8.0731951846922334e-01 +2.1270996158135250e+02 -3.2436959361015266e+05 
+2.6019999999999999e+02 +1.4939564616226996e-04 -1.6372598595329624e-02 +8.0673182085901918e-01 +2.0239234296636420e+02 -3.0969942218820803e+05 
+2.6030000000000001e+02 +1.4912924300567487e-04 -1.6328520832078985e-02 +8.0834274943103634e-01 +1.8327346574612579e+02 -2.8304369283858873e+05 
+2.6040000000000003e+02 +1.4886382473733743e-04 -1.6284787524818076e-02 +8.1162848531848919e-01 +1.5744655147285499e+02 -2.4724671365623228e+05 
+2.6050000000000000e+02 +1.4859938711685909e-04 -1.6241346521050175e-02 +8.1606570478079421e-01 +1.2700277235708462e+02 -2.0514997270172401e+05 
+2.6060000000000002e+02 +1.4833592590298434e-04 -1.6198145633093273e-02 +8.2113069131911776e-01 +9.4034924667873909e+01 -1.5959719214682805e+05 
+2.6069999999999999e+02 +1.4807343685480066e-04 -1.6155132686463080e-02 +8.2629987041137254e-01 +6.0635231587877875e+01 -1.1343131906727665e+05 
+2.6080000000000001e+02 +1.4781191573088877e-04 -1.6112255487695147e-02 +8.3104946823724146e-01 +2.8896704933983774e+01 -6.9496350033416136e+04 
+2.6090000000000003e+02 +1.4755135829061966e-04 -1.6069461873918573e-02 +8.3485603862594315e-01 +9.1104243265675011e-01 -3.0634515605640547e+04 
+2.6100000000000000e+02 +1.4729176029306272e-04 -1.6026699670778508e-02 +8.3719601471849481e-01 -2.1229582276856519e+01 +3.1132330039352888e+02 
+2.6110000000000002e+02 +1.4703311798616150e-04 -1.5983931174428784e-02 +8.3768774242140864e-01 -3.5989998833096614e+01 +2.1251138209253881e+04 
+2.6119999999999999e+02 +1.4677542957548288e-04 -1.5941176647607774e-02 +8.3651814733031671e-01 -4.4066851747566943e+01 +3.3111424867292750e+04 
+2.6130000000000001e+02 +1.4651869375541439e-04 -1.5898470822800752e-02 +8.3401607001032974e-01 -4.6713829699411633e+01 +3.7571600483884387e+04 
+2.6140000000000003e+02 +1.4626290922072627e-04 -1.5855848446873936e-02 +8.3051050242832458e-01 -4.5185221551560318e+01 +3.6311881998818651e+04 
